departamento_id,departamento_nombre,provincia_id,provincia_nombre,año,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
147,CARLOS CASARES,1,Buenos Aires,2019,1,3,4,35 a 44,414
147,CARLOS CASARES,1,Buenos Aires,2019,1,3,5,65 a 74,102
147,CARLOS CASARES,1,Buenos Aires,2019,1,1,4,45 a 64,101
112,ZAPALA,15,Neuquen,2019,1,1,4,25 a 34,19
140,SAN JUSTO,6,Cordoba,2019,1,1,4,45 a 64,87
140,SAN JUSTO,6,Cordoba,2019,1,2,1,12 a 23 m,47
70,MAIPU,13,Mendoza,2019,1,1,1,12 a 23 m,45
70,MAIPU,13,Mendoza,2019,1,2,1,12 a 23 m,141
15,CONCORDIA,8,Entre Rios,2019,1,1,4,35 a 44,34
15,CONCORDIA,8,Entre Rios,2019,1,1,5,65 a 74,22
42,GENERAL ROCA,16,Rio Negro,2019,1,3,5,>= a 75,9
42,GENERAL ROCA,16,Rio Negro,2019,1,2,1,6 a 11 m,32
91,SARMIENTO,5,Chubut,2019,1,3,3,15 a 19,9
91,SARMIENTO,5,Chubut,2019,1,3,4,35 a 44,27
91,SARMIENTO,5,Chubut,2019,1,2,1,12 a 23 m,20
14,EL CARMEN,10,Jujuy,2019,1,3,2,10 a 14,174
14,EL CARMEN,10,Jujuy,2019,1,3,4,45 a 64,232
49,CAPITAL,22,Santiago del Estero,2019,1,3,1,12 a 23 m,14
49,CAPITAL,22,Santiago del Estero,2019,1,3,2,2 a 4,25
56,GUALEGUAYCHU,8,Entre Rios,2019,1,3,1,12 a 23 m,68
28,CAPITAL,14,Misiones,2019,1,3,3,15 a 19,76
28,CAPITAL,14,Misiones,2019,1,3,4,25 a 34,149
28,CAPITAL,14,Misiones,2019,1,3,5,65 a 74,7
56,LA CAPITAL,19,San Luis,2019,1,3,4,45 a 64,43
56,LA CAPITAL,19,San Luis,2019,1,3,5,>= a 75,5
56,LA CAPITAL,19,San Luis,2019,1,1,2,5 a 9,18
56,LA CAPITAL,19,San Luis,2019,1,1,3,15 a 19,3
56,LA CAPITAL,19,San Luis,2019,1,1,4,35 a 44,40
56,LA CAPITAL,19,San Luis,2019,1,1,5,65 a 74,20
371,GENERAL SAN MARTIN,1,Buenos Aires,2019,1,1,1,12 a 23 m,38
371,GENERAL SAN MARTIN,1,Buenos Aires,2019,1,1,2,5 a 9,67
371,GENERAL SAN MARTIN,1,Buenos Aires,2019,1,2,1,< 6 m,514
42,CHILECITO,12,La Rioja,2019,1,3,2,2 a 4,126
42,CHILECITO,12,La Rioja,2019,1,1,2,5 a 9,20
56,LA CAPITAL,19,San Luis,2019,1,2,1,6 a 11 m,51
63,SAN PEDRO,10,Jujuy,2019,1,1,4,45 a 64,6
49,PILCOMAYO,9,Formosa,2018,50,1,1,< 6 m,143
42,GENERAL SAN MARTIN,6,Cordoba,2019,1,3,1,< 6 m,68
42,GENERAL SAN MARTIN,6,Cordoba,2019,1,3,2,2 a 4,141
42,GENERAL SAN MARTIN,6,Cordoba,2019,1,3,3,15 a 19,77
42,GENERAL SAN MARTIN,6,Cordoba,2019,1,3,4,25 a 34,183
42,CHILECITO,12,La Rioja,2019,1,3,1,12 a 23 m,32
42,CHILECITO,12,La Rioja,2019,1,3,3,20 a 24,39
42,CHILECITO,12,La Rioja,2019,1,3,4,25 a 34,53
42,CHILECITO,12,La Rioja,2019,1,3,5,65 a 74,4
140,SAN FERNANDO,4,Chaco,2019,1,3,2,5 a 9,156
98,PICUN LEUFU,15,Neuquen,2019,1,3,3,15 a 19,26
98,PICUN LEUFU,15,Neuquen,2019,1,3,4,35 a 44,63
84,CAPITAL,24,Tucuman,2019,1,1,5,>= a 75,5
28,CAPITAL,17,Salta,2019,1,3,5,65 a 74,11
28,CAPITAL,17,Salta,2019,1,1,2,2 a 4,7
28,CAPITAL,17,Salta,2019,1,1,4,45 a 64,23
28,CAPITAL,17,Salta,2019,1,1,5,65 a 74,14
28,CAPITAL,17,Salta,2019,1,2,1,< 6 m,139
126,ORAN,17,Salta,2019,1,1,1,6 a 11 m,12
14,ANELO,15,Neuquen,2019,1,1,5,>= a 75,9
98,SAN MARTIN,13,Mendoza,2019,1,3,3,20 a 24,17
98,SAN MARTIN,13,Mendoza,2019,1,3,4,25 a 34,44
56,LA CAPITAL,19,San Luis,2019,1,3,2,5 a 9,28
28,CAPITAL,18,San Juan,2019,1,1,3,15 a 19,2
28,CAPITAL,18,San Juan,2019,1,1,4,45 a 64,6
147,SAN LORENZO,4,Chaco,2019,1,3,1,6 a 11 m,84
147,SAN LORENZO,4,Chaco,2019,1,3,4,25 a 34,164
21,ESCALANTE,5,Chubut,2019,1,3,5,65 a 74,7
98,SAN MARTIN,13,Mendoza,2019,1,1,2,2 a 4,120
14,FORMOSA,9,Formosa,2019,1,1,3,15 a 19,3
14,FORMOSA,9,Formosa,2019,1,1,4,25 a 34,9
14,FORMOSA,9,Formosa,2018,42,1,2,2 a 4,229
14,CAPITAL,6,Cordoba,2019,1,1,3,15 a 19,8
98,SAN MARTIN,13,Mendoza,2019,1,1,3,15 a 19,6
98,SAN MARTIN,13,Mendoza,2019,1,1,4,25 a 34,33
49,GENERAL BELGRANO,4,Chaco,2019,1,2,1,< 6 m,262
84,CAPITAL,24,Tucuman,2019,1,1,4,45 a 64,14
63,LONCOPUE,15,Neuquen,2019,1,3,2,2 a 4,22
70,LOS LAGOS,15,Neuquen,2019,1,3,5,>= a 75,8
778,SAN VICENTE,1,Buenos Aires,2019,1,1,3,20 a 24,15
778,SAN VICENTE,1,Buenos Aires,2019,1,1,5,65 a 74,65
35,GENERAL PEDERNERA,19,San Luis,2019,1,1,1,12 a 23 m,6
35,CONFLUENCIA,15,Neuquen,2019,1,2,1,< 6 m,25
42,GENERAL ROCA,16,Rio Negro,2019,1,1,4,35 a 44,11
112,SAN JUSTO,21,Santa Fe,2019,1,3,2,2 a 4,28
112,SAN JUSTO,21,Santa Fe,2019,1,3,5,65 a 74,3
14,EL CARMEN,10,Jujuy,2019,1,3,1,6 a 11 m,64
70,SANTA BARBARA,10,Jujuy,2019,1,3,5,65 a 74,31
112,SAN JUSTO,21,Santa Fe,2019,1,1,2,5 a 9,62
84,CAPITAL,24,Tucuman,2019,2,1,2,2 a 4,17
14,BERON DE ASTRADA,7,Corrientes,2019,2,3,2,2 a 4,127
14,BERON DE ASTRADA,7,Corrientes,2019,2,3,3,20 a 24,51
14,BERON DE ASTRADA,7,Corrientes,2019,2,3,4,35 a 44,67
28,HUMAHUACA,10,Jujuy,2019,2,3,3,15 a 19,89
98,SAN MARTIN,13,Mendoza,2019,2,1,5,65 a 74,11
7,COMUNA 7,2,CABA,2019,2,3,1,6 a 11 m,16
7,COMUNA 7,2,CABA,2019,2,3,3,15 a 19,19
7,COMUNA 7,2,CABA,2019,2,3,4,25 a 34,36
14,COMUNA 14,2,CABA,2019,1,1,5,65 a 74,19
14,USHUAIA,23,Tierra del Fuego,2019,2,1,4,45 a 64,8
14,USHUAIA,23,Tierra del Fuego,2019,2,1,5,65 a 74,5
14,USHUAIA,23,Tierra del Fuego,2019,2,2,1,12 a 23 m,10
49,CAPITAL,22,Santiago del Estero,2019,2,2,1,6 a 11 m,92
42,CHILECITO,12,La Rioja,2019,1,2,1,< 6 m,71
56,JACHAL,18,San Juan,2019,1,3,2,2 a 4,21
56,JACHAL,18,San Juan,2019,1,3,3,15 a 19,7
56,JACHAL,18,San Juan,2019,1,3,4,35 a 44,11
84,CAPITAL,24,Tucuman,2019,2,3,5,65 a 74,7
35,CURUZU CUATIA,7,Corrientes,2019,2,1,2,2 a 4,2
42,GENERAL SAN MARTIN,6,Cordoba,2019,2,3,5,65 a 74,20
7,APOSTOLES,14,Misiones,2019,1,3,1,12 a 23 m,84
7,APOSTOLES,14,Misiones,2019,1,3,2,2 a 4,94
7,APOSTOLES,14,Misiones,2019,1,2,1,6 a 11 m,25
4,COMUNA 4,2,CABA,2019,2,2,1,< 6 m,110
21,CAPITAL,7,Corrientes,2019,2,1,5,>= a 75,5
113,VILLAGUAY,8,Entre Rios,2019,11,3,3,15 a 19,73
63,IGUAZU,14,Misiones,2019,1,1,1,12 a 23 m,3
140,SAN FERNANDO,4,Chaco,2019,1,3,5,65 a 74,29
63,IGUAZU,14,Misiones,2019,1,1,4,45 a 64,10
35,CURUZU CUATIA,7,Corrientes,2019,2,3,1,6 a 11 m,50
56,LACAR,15,Neuquen,2019,2,3,1,6 a 11 m,3
56,LACAR,15,Neuquen,2019,2,1,2,2 a 4,7
4,COMUNA 4,2,CABA,2019,2,1,2,2 a 4,20
77,PACLIN,3,Catamarca,2019,2,1,2,5 a 9,6
84,POMAN,3,Catamarca,2019,2,3,1,12 a 23 m,197
84,POMAN,3,Catamarca,2019,2,3,2,2 a 4,400
49,CAPITAL,3,Catamarca,2019,1,3,3,15 a 19,41
49,CAPITAL,3,Catamarca,2019,1,3,4,35 a 44,80
70,POCITO,18,San Juan,2019,1,3,1,12 a 23 m,2
49,CHALILEO,11,La Pampa,2019,2,1,4,45 a 64,11
35,CURUZU CUATIA,7,Corrientes,2019,1,1,3,15 a 19,1
28,CAPITAL,17,Salta,2019,1,3,2,5 a 9,54
28,CAPITAL,17,Salta,2019,1,3,3,20 a 24,34
161,ROBLES,22,Santiago del Estero,2019,2,3,3,20 a 24,27
161,ROBLES,22,Santiago del Estero,2019,2,3,4,45 a 64,42
28,CAPITAL,18,San Juan,2019,2,1,2,2 a 4,13
28,CAPITAL,18,San Juan,2019,2,1,5,65 a 74,3
35,LEDESMA,10,Jujuy,2019,1,2,1,< 6 m,280
84,PARANA,8,Entre Rios,2019,2,3,4,25 a 34,80
84,ROSARIO,21,Santa Fe,2019,2,1,1,6 a 11 m,33
70,MAIPU,13,Mendoza,2019,1,3,1,6 a 11 m,11
70,MAIPU,13,Mendoza,2019,1,3,2,2 a 4,45
70,MAIPU,13,Mendoza,2019,1,3,5,65 a 74,4
14,EL CARMEN,10,Jujuy,2019,1,1,1,< 6 m,7
35,CONFLUENCIA,15,Neuquen,2019,1,1,3,15 a 19,1
88,SAN SALVADOR,8,Entre Rios,2019,2,3,5,65 a 74,15
84,CAPITAL,24,Tucuman,2019,2,1,1,12 a 23 m,15
91,MAIPU,4,Chaco,2019,2,1,1,6 a 11 m,22
91,MAIPU,4,Chaco,2019,2,1,2,2 a 4,33
91,MAIPU,4,Chaco,2019,2,1,4,25 a 34,21
7,AYACUCHO,19,San Luis,2019,2,3,1,6 a 11 m,6
7,AYACUCHO,19,San Luis,2019,2,3,3,15 a 19,20
140,SAN FERNANDO,4,Chaco,2019,1,1,5,65 a 74,3
42,JUAN BAUTISTA ALBERDI,24,Tucuman,2019,2,1,3,20 a 24,7
77,RAWSON,5,Chubut,2019,2,1,4,45 a 64,3
77,RAWSON,5,Chubut,2019,2,1,5,65 a 74,7
56,JACHAL,18,San Juan,2019,2,3,5,>= a 75,2
113,VILLAGUAY,8,Entre Rios,2019,1,1,3,15 a 19,1
21,DR. MANUEL BELGRANO,10,Jujuy,2019,3,1,2,2 a 4,18
70,SANTA BARBARA,10,Jujuy,2019,3,1,3,15 a 19,3
70,SANTA BARBARA,10,Jujuy,2019,3,1,5,65 a 74,5
7,RIO GRANDE,23,Tierra del Fuego,2019,4,3,1,12 a 23 m,3
7,RIO GRANDE,23,Tierra del Fuego,2019,4,3,2,2 a 4,36
7,RIO GRANDE,23,Tierra del Fuego,2019,4,3,4,35 a 44,8
7,RIO GRANDE,23,Tierra del Fuego,2019,4,1,1,6 a 11 m,2
7,RIO GRANDE,23,Tierra del Fuego,2019,4,1,2,2 a 4,9
28,CAPITAL,17,Salta,2019,3,1,3,15 a 19,2
84,ROSARIO,21,Santa Fe,2019,5,1,4,45 a 64,83
21,GUER AIKE,20,Santa Cruz,2019,4,3,3,15 a 19,1
21,GUER AIKE,20,Santa Cruz,2019,4,3,4,45 a 64,4
84,ITUZAINGO,7,Corrientes,2019,4,1,1,12 a 23 m,5
2,COMUNA 2,2,CABA,2019,2,3,2,2 a 4,86
2,COMUNA 2,2,CABA,2019,2,1,1,< 6 m,7
21,GUER AIKE,20,Santa Cruz,2019,4,3,5,65 a 74,5
21,GUER AIKE,20,Santa Cruz,2019,4,1,2,2 a 4,11
21,GUER AIKE,20,Santa Cruz,2019,4,1,4,25 a 34,15
21,GUER AIKE,20,Santa Cruz,2019,4,1,5,65 a 74,8
21,GUER AIKE,20,Santa Cruz,2019,4,2,1,< 6 m,15
119,RIO SEGUNDO,6,Cordoba,2019,5,1,1,6 a 11 m,6
140,TOAY,11,La Pampa,2019,4,2,1,12 a 23 m,21
14,CAPITAL,12,La Rioja,2019,5,1,3,15 a 19,3
14,CAPITAL,12,La Rioja,2019,5,1,4,25 a 34,6
42,GENERAL ROCA,16,Rio Negro,2019,4,1,2,5 a 9,5
147,SAN MARTIN,7,Corrientes,2019,5,3,5,>= a 75,6
14,CAPITAL,12,La Rioja,2019,5,1,1,6 a 11 m,4
84,ITUZAINGO,7,Corrientes,2019,5,1,4,45 a 64,5
112,VALLE VIEJO,3,Catamarca,2019,2,1,4,35 a 44,11
105,MARACO,11,La Pampa,2019,1,1,5,65 a 74,5
49,CAPITAL,3,Catamarca,2019,2,1,1,< 6 m,11
49,CAPITAL,3,Catamarca,2019,2,2,1,< 6 m,35
63,LA CAPITAL,21,Santa Fe,2019,4,1,3,15 a 19,19
42,PILAGAS,9,Formosa,2019,2,3,2,2 a 4,99
42,PILAGAS,9,Formosa,2019,2,3,3,15 a 19,25
42,PILAGAS,9,Formosa,2019,2,3,4,25 a 34,62
42,PILAGAS,9,Formosa,2019,2,3,5,65 a 74,8
42,PILAGAS,9,Formosa,2019,3,3,1,< 6 m,61
42,PILAGAS,9,Formosa,2019,3,1,2,5 a 9,6
21,CAPITAL,11,La Pampa,2019,4,3,3,20 a 24,11
21,CAPITAL,11,La Pampa,2019,4,3,4,35 a 44,18
35,PATINO,9,Formosa,2019,4,2,1,6 a 11 m,8
147,SAN MARTIN,7,Corrientes,2019,1,2,1,12 a 23 m,9
21,CAPITAL,11,La Pampa,2019,5,1,2,2 a 4,5
84,ROSARIO,21,Santa Fe,2019,4,2,1,12 a 23 m,30
21,GUER AIKE,20,Santa Cruz,2019,3,1,1,12 a 23 m,2
28,CAPITAL,17,Salta,2019,4,3,4,35 a 44,63
28,CAPITAL,14,Misiones,2019,5,1,3,15 a 19,3
28,CAPITAL,14,Misiones,2019,5,1,5,>= a 75,2
7,AMBATO,3,Catamarca,2019,1,3,5,>= a 75,6
7,RIO GRANDE,23,Tierra del Fuego,2019,5,3,3,20 a 24,3
7,RIO GRANDE,23,Tierra del Fuego,2019,5,3,5,65 a 74,1
112,VALLE VIEJO,3,Catamarca,2019,4,1,5,65 a 74,5
63,LA CAPITAL,21,Santa Fe,2019,3,3,4,45 a 64,26
21,GUER AIKE,20,Santa Cruz,2019,2,3,2,2 a 4,1
21,GUER AIKE,20,Santa Cruz,2019,2,1,3,15 a 19,1
140,TOAY,11,La Pampa,2019,5,3,2,5 a 9,10
147,SANTA MARIA,6,Cordoba,2019,5,1,5,65 a 74,17
56,GRL. JOSE DE SAN MARTIN,17,Salta,2019,4,3,1,< 6 m,36
77,SAN ANTONIO,16,Rio Negro,2019,5,1,5,>= a 75,3
42,GAIMAN,5,Chubut,2019,3,3,2,5 a 9,9
7,BIEDMA,5,Chubut,2019,7,1,2,2 a 4,2
84,ROSARIO,21,Santa Fe,2019,7,1,5,65 a 74,20
35,BANDA,22,Santiago del Estero,2019,10,1,4,25 a 34,1
63,IGUAZU,14,Misiones,2019,12,1,2,5 a 9,2
84,ROSARIO,21,Santa Fe,2019,3,3,1,6 a 11 m,30
84,ROSARIO,21,Santa Fe,2019,3,3,3,20 a 24,15
35,BANDA,22,Santiago del Estero,2019,11,1,2,2 a 4,5
35,BANDA,22,Santiago del Estero,2019,11,1,3,20 a 24,1
98,MAYOR LUIS J. FONTANA,4,Chaco,2019,6,1,3,15 a 19,7
49,PILCOMAYO,9,Formosa,2019,12,1,1,< 6 m,1
91,25 DE MAYO,16,Rio Negro,2019,13,1,3,20 a 24,1
12,COMUNA 12,2,CABA,2019,13,3,5,65 a 74,8
5,COMUNA 5,2,CABA,2019,12,1,3,20 a 24,2
5,COMUNA 5,2,CABA,2019,12,1,4,25 a 34,11
126,OJO DE AGUA,22,Santiago del Estero,2019,4,1,5,>= a 75,4
77,RAWSON,5,Chubut,2019,13,1,1,12 a 23 m,2
14,AVELLANEDA,16,Rio Negro,2019,13,1,1,12 a 23 m,1
21,CAPITAL,11,La Pampa,2019,13,3,5,65 a 74,1
21,CAPITAL,11,La Pampa,2019,13,1,3,15 a 19,1
14,USHUAIA,23,Tierra del Fuego,2019,9,1,3,15 a 19,3
49,HUILICHES,15,Neuquen,2019,13,1,1,12 a 23 m,1
